domain	clickable_num	auto_type	type	css_selector	text	raw_html
digmo.com	43	opt-in option	opt-in option	.BorlabsCookie [class*="accept"]	Accept all	<p class="_brlbs-accept"><a href="#" tabindex="0" role="button" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" data-cookie-accept-all="">Alle akzeptieren                                        </a></p>
digmo.com	44	duplicate	duplicate	.BorlabsCookie [class*="accept"]	Accept all	<a href="#" tabindex="0" role="button" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" data-cookie-accept-all="">Alle akzeptieren                                        </a>
digmo.com	45	preference slider	preference slider	.BorlabsCookie [class*="accept"]	Save on computer	<p class="_brlbs-accept"><a href="#" tabindex="0" role="button" id="CookieBoxSaveButton" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                        </a></p>
digmo.com	46	preference slider	preference slider	.BorlabsCookie [class*="accept"]	Accept allSave on computer	<p class="_brlbs-accept"><a href="#" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" tabindex="0" role="button" data-cookie-accept-all="">Alle akzeptieren                                        </a><a href="#" id="CookiePrefSave" tabindex="0" role="button" class="_brlbs-btn _brlbs-cursor" data-cookie-accept="">Speichern                                    </a></p>
digmo.com	47	duplicate	duplicate	.BorlabsCookie [class*="accept"]	Accept all	<a href="#" class="_brlbs-btn _brlbs-btn-accept-all _brlbs-cursor" tabindex="0" role="button" data-cookie-accept-all="">Alle akzeptieren                                        </a>
mainstreethost.com	0	policy link	policy link	[role*="dialog"] a	Privacy Policy.	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://www.mainstreethost.com/privacy-policy" target="_blank">Privacy Policy. </a>
mainstreethost.com	1	opt-in option	opt-in option	[role*="dialog"] a	ACCEPT	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Accept</a>
mainstreethost.com	2	duplicate	duplicate	[role*="dialog"] [role='button']	Privacy Policy.	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="https://www.mainstreethost.com/privacy-policy" target="_blank">Privacy Policy. </a>
mainstreethost.com	3	duplicate	duplicate	[role*="dialog"] [role='button']	ACCEPT	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Accept</a>
dpamicrophones.com	0	opt-in option	opt-in option	div[class*="cookie"] button 	OK	<button class="btn">OK</button>
dpamicrophones.com	1	policy link	policy link	div[class*="cookie"] a	here	<a href="/cookies">here</a>
pokergo.com	0	opt-in option	opt-in option	.Cookie button 	Got it!	<button class="Cookie__button">Got it!</button>
pokergo.com	1	opt-in option	opt-in option	.Cookie [class*="button"]	Got it!	<div class="Cookie__buttons"><!----> <!----> <!----> <button class="Cookie__button">Got it!</button></div>
pokergo.com	2	duplicate	duplicate	.Cookie [class*="button"]	Got it!	<button class="Cookie__button">Got it!</button>
epona-gmbh.de	0	opt-in option	opt-in option	#cookie-law-info-bar a	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(129, 215, 66);">Akzeptieren</a>
epona-gmbh.de	1	opt-out option	opt-out option	#cookie-law-info-bar a	Reject	<a role="button" tabindex="0" id="cookie_action_close_header_reject" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header_reject cli_action_button" data-cli_action="reject" style="color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Ablehnen</a>
epona-gmbh.de	2	duplicate	duplicate	#cookie-law-info-bar [role='button']	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(129, 215, 66);">Akzeptieren</a>
epona-gmbh.de	3	duplicate	duplicate	#cookie-law-info-bar [role='button']	Reject	<a role="button" tabindex="0" id="cookie_action_close_header_reject" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header_reject cli_action_button" data-cli_action="reject" style="color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Ablehnen</a>
epona-gmbh.de	4	duplicate	duplicate	#cookie-law-info-bar [class*="close"]	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(129, 215, 66);">Akzeptieren</a>
epona-gmbh.de	5	duplicate	duplicate	#cookie-law-info-bar [class*="close"]	Reject	<a role="button" tabindex="0" id="cookie_action_close_header_reject" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header_reject cli_action_button" data-cli_action="reject" style="color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Ablehnen</a>
epona-gmbh.de	6	duplicate	duplicate	#cookie-law-info-bar [class*="button"]	Accept	<a role="button" tabindex="0" data-cli_action="accept" id="cookie_action_close_header" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header cli_action_button" style="display: inline-block; color: rgb(255, 255, 255); background-color: rgb(129, 215, 66);">Akzeptieren</a>
epona-gmbh.de	7	duplicate	duplicate	#cookie-law-info-bar [class*="button"]	Reject	<a role="button" tabindex="0" id="cookie_action_close_header_reject" class="small cli-plugin-button cli-plugin-main-button cookie_action_close_header_reject cli_action_button" data-cli_action="reject" style="color: rgb(255, 255, 255); background-color: rgb(0, 0, 0);">Ablehnen</a>
itysp.com	0	other	other	.woocommerce-store-notice a	Rule out	<a href="#" class="woocommerce-store-notice__dismiss-link">Descartar</a>
enea.pl	0	policy link	policy link	div[class*="cookie"] a	Privacy policy	<a href="/pl/polityka-prywatnosci"> Polityka Prywatności </a>
enea.pl	1	close option	close option	div[class*="cookie"] a	Close	<a class="close" style="cursor: pointer;">Zamknij</a>
enea.pl	2	duplicate	duplicate	div[class*="cookie"] [class*="close"]	Close	<a class="close" style="cursor: pointer;">Zamknij</a>
epsom-sthelier.nhs.uk	0	policy link	policy link	#pecr-compliance-banner a	cookies policy	<a data-pageid="722" href="http://www.epsom-sthelier.nhs.uk/cookies-policy" title="Cookies policy">cookies policy</a>
epsom-sthelier.nhs.uk	1	other	opt-in option	#pecr-compliance-banner input[type='submit']		<input type="submit" value="Got it, thanks" name="pecraccept" class="pecrsetting-button">
epsom-sthelier.nhs.uk	2	duplicate	duplicate	#pecr-compliance-banner [class*="button"]		<input type="submit" value="Got it, thanks" name="pecraccept" class="pecrsetting-button">
websearch101.com	0	more options	more options	#ccbar a	Change Settings	<a href="cookies?qo=cookieCompliance" data-unified="{&quot;resultType&quot;:&quot;cookieCompliance&quot;,&quot;providerSource&quot;:&quot;cookieCompliance&quot;,&quot;resultInModule&quot;:1,&quot;zoneName&quot;:&quot;center&quot;,&quot;moduleName&quot;:&quot;cookieCompliance&quot;,&quot;moduleInZone&quot;:1}">                    Change Settings</a>
websearch101.com	1	opt-in option	opt-in option	#ccbar a	OK	<a id="ccOkBtn" class="PartialCookieCompliance-okBtn" data-unified="{&quot;resultType&quot;:&quot;cookieCompliance&quot;,&quot;providerSource&quot;:&quot;cookieCompliance&quot;,&quot;resultInModule&quot;:1,&quot;zoneName&quot;:&quot;center&quot;,&quot;moduleName&quot;:&quot;cookieCompliance&quot;,&quot;moduleInZone&quot;:1}" data-analytics="{&quot;resultType&quot;:&quot;cookieCompliance&quot;,&quot;providerSource&quot;:&quot;cookieCompliance&quot;,&quot;resultInModule&quot;:1,&quot;zoneName&quot;:&quot;center&quot;,&quot;moduleName&quot;:&quot;cookieCompliance&quot;,&quot;moduleInZone&quot;:1}">                OK</a>
yhoyquecomemos.com	0	policy link	policy link	div[class*="consent"] button 	Partners	<button mode="link" class="qc-cmp2-link-inline css-1h2guh" size="large">socios</button>
ravennanotizie.it	0	other	other	div[class*="consent"] button 	providers	<button mode="link" class="qc-cmp2-link-inline css-pq0k6d" size="large">fornitori</button>
ravennanotizie.it	1	preference slider	preference slider	div[class*="consent"] a	Information on confidentiality	<a href="https://www.ravennanotizie.it/privacy/" target="_blank" aria-label="https://www.ravennanotizie.it/privacy/ opens in new window" rel="noopener noreferrer">informativa sulla riservatezza</a>
bbva.com	0	more options	more options	#onetrust-consent-sdk button 	Cookie Settings	<button id="onetrust-pc-btn-handler" class="cookie-setting-link">Cookie Settings</button>
bbva.com	1	opt-in option	opt-in option	#onetrust-consent-sdk button 	Accept	<button id="onetrust-accept-btn-handler">Accept</button>
bbva.com	2	policy link	policy link	#onetrust-consent-sdk a	here	<a href="https://www.bbva.com/en/cookies-policy/" rel="noopener noreferrer" target="_blank">here</a>
bbva.com	3	duplicate	duplicate	#onetrust-consent-sdk [id*="accept"]	Accept	<button id="onetrust-accept-btn-handler">Accept</button>
j.gs	0	other	other	#cookie_notice a	AdChoices	<a href="https://adf.ly/privacy#third_party">AdChoices</a>
j.gs	1	other	other	#cookie_notice a	Find out more	<a href="https://adf.ly/privacy#service">Find out more</a>
bizarro.com	0	opt-in option	opt-in option	.sqs-cookie-banner-v2 button 	OK	<button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta">OK</button>
bizarro.com	1	opt-in option	opt-in option	.sqs-cookie-banner-v2 [class*="accept"]	OK	<div class="sqs-cookie-banner-v2-acceptWrapper"><button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta">OK</button></div>
bizarro.com	2	duplicate	duplicate	.sqs-cookie-banner-v2 [class*="accept"]	OK	<button class="sqs-cookie-banner-v2-accept sqs-cookie-banner-v2-cta">OK</button>
mt4proxy.com	0	policy link	policy link	.cc-floating a	Learn more	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="/privacy-policy" rel="noopener noreferrer nofollow" target="_blank">Learn more</a>
mt4proxy.com	1	opt-in option	opt-in option	.cc-floating a	Got it	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Got it</a>
mt4proxy.com	2	duplicate	duplicate	.cc-floating [role='button']	Learn more	<a aria-label="learn more about cookies" role="button" tabindex="0" class="cc-link" href="/privacy-policy" rel="noopener noreferrer nofollow" target="_blank">Learn more</a>
mt4proxy.com	3	duplicate	duplicate	.cc-floating [role='button']	Got it	<a aria-label="dismiss cookie message" role="button" tabindex="0" class="cc-btn cc-dismiss">Got it</a>
icef.com	0	opt-in option	opt-in option	#moove_gdpr_cookie_info_bar button 	Accept	<button class="mgbutton moove-gdpr-infobar-allow-all" aria-label="Accept">Accept</button>
icef.com	1	more options	more options	#moove_gdpr_cookie_info_bar span[class*="button"]	settings	<span role="link" tabindex="0" data-href="#moove_gdpr_cookie_modal" class="change-settings-button">settings</span>
icef.com	2	duplicate	duplicate	#moove_gdpr_cookie_info_bar [class*="button"]	settings	<span role="link" tabindex="0" data-href="#moove_gdpr_cookie_modal" class="change-settings-button">settings</span>
icef.com	3	opt-in option	opt-in option	#moove_gdpr_cookie_info_bar [class*="button"]	Accept	<div class="moove-gdpr-button-holder">  <button class="mgbutton moove-gdpr-infobar-allow-all" aria-label="Accept">Accept</button>  </div>
icef.com	4	duplicate	duplicate	#moove_gdpr_cookie_info_bar [class*="button"]	Accept	<button class="mgbutton moove-gdpr-infobar-allow-all" aria-label="Accept">Accept</button>
icef.com	5	duplicate	duplicate	#moove_gdpr_cookie_info_bar [class*="settings"]	settings	<span role="link" tabindex="0" data-href="#moove_gdpr_cookie_modal" class="change-settings-button">settings</span>
icef.com	6	duplicate	duplicate	#moove_gdpr_cookie_info_bar [class*="settings"]	settings	<span role="link" tabindex="0" data-href="#moove_gdpr_cookie_modal" class="change-settings-button">settings</span>
rynek-lotniczy.pl	0	more options	more options	 button 	MORE OPTIONS	<button class="MuiButtonBase-root MuiButton-root MuiButton-contained ZeroLayer__button___1zzzuM MuiButton-containedSizeLarge MuiButton-sizeLarge MuiButton-fullWidth" tabindex="0" type="button" data-button-type="moreOptions"><span class="MuiButton-label">More options</span><span class="MuiTouchRipple-root"></span></button>
rynek-lotniczy.pl	1	opt-in option	opt-in option	 button 	ACCEPT ALL	<button class="MuiButtonBase-root MuiButton-root MuiButton-contained ZeroLayer__button___1zzzuM MuiButton-containedPrimary MuiButton-containedSizeLarge MuiButton-sizeLarge MuiButton-fullWidth" tabindex="0" type="button" data-button-type="acceptAll" style="background-color: rgb(0, 204, 106); color: rgb(255, 255, 255);"><span class="MuiButton-label">Accept All</span><span class="MuiTouchRipple-root"></span></button>
rynek-lotniczy.pl	2	policy link	policy link	 [role='button']	our partners	<span role="button" tabindex="0" class="privacyConsentsVendorsText__links___26CWWS" style="color: rgb(63, 81, 181); cursor: pointer; outline: none;">our partners</span>
rynek-lotniczy.pl	3	more options	more options	 [role='button']	MORE OPTIONS	<span role="button" tabindex="0" style="text-decoration: none; cursor: pointer; outline: none;"><button class="MuiButtonBase-root MuiButton-root MuiButton-contained ZeroLayer__button___1zzzuM MuiButton-containedSizeLarge MuiButton-sizeLarge MuiButton-fullWidth" tabindex="0" type="button" data-button-type="moreOptions"><span class="MuiButton-label">More options</span><span class="MuiTouchRipple-root"></span></button></span>
rynek-lotniczy.pl	4	more options	more options	 span[class*="Button"]	MORE OPTIONS	<span class="MuiButton-label">More options</span>
rynek-lotniczy.pl	5	opt-in option	opt-in option	 span[class*="Button"]	ACCEPT ALL	<span class="MuiButton-label">Accept All</span>
rynek-lotniczy.pl	6	more options	more options	 [class*="button"]	MORE OPTIONS	<div class="ZeroLayer__button___1zzzuM"><span role="button" tabindex="0" style="text-decoration: none; cursor: pointer; outline: none;"><button class="MuiButtonBase-root MuiButton-root MuiButton-contained ZeroLayer__button___1zzzuM MuiButton-containedSizeLarge MuiButton-sizeLarge MuiButton-fullWidth" tabindex="0" type="button" data-button-type="moreOptions"><span class="MuiButton-label">More options</span><span class="MuiTouchRipple-root"></span></button></span></div>
